Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,ssd Name,Price
SSD,CSSD-N240GBXT,Corsair,Neutron XT 240GB,317,90.7,1466,https://ssd.userbenchmark.com/Corsair-Neutron-XT-240GB/Rating/3277,Corsair Neutron XT 240GB,49.99
SSD,VTX460A-25SAT3-480G,OCZ,Vertex 460A 480GB,318,90.7,523,https://ssd.userbenchmark.com/SpeedTest/21677/OCZ-VERTEX460A,OCZ Vertex 460A 480GB,399.95
SSD,ASU800SS-256GT-C,Adata,Ultimate SU800 256GB,319,90.7,40725,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-256GB/Rating/3912,Adata Ultimate SU800 256GB,74.99
SSD,SSD7CS2211-960-RB,PNY,CS2211 960GB,320,90.6,229,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631,PNY CS2211 960GB,55.00
SSD,SSD7CS2211-960-PB,PNY,CS2211 960GB,320,90.6,229,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631,PNY CS2211 960GB,55.00
SSD,PI480GS25SSDR,Patriot,Ignite 480GB,321,90.5,2730,https://ssd.userbenchmark.com/Patriot-Ignite-480GB/Rating/3574,Patriot Ignite 480GB,262.00
SSD,CT256M550SSD1,Crucial,M550 256GB,322,90.5,8333,https://ssd.userbenchmark.com/Crucial-M550-256GB/Rating/2000,Crucial M550 256GB,72.99
SSD,CSSD-F512GBLX,Corsair,Force LX 512GB,323,90.4,435,https://ssd.userbenchmark.com/SpeedTest/16265/CORSAIR-FORCE-LX-SSD,Corsair Force LX 512GB,39.99
SSD,,Toshiba, THNSN5128GPUK NVMe PCIe M.2 128GB,324,90.4,1145,https://ssd.userbenchmark.com/SpeedTest/335393/NVMe-THNSN5128GPUK-TO,Toshiba  THNSN5128GPUK NVMe PCIe M.2 128GB,16.99
SSD,CT1024M550SSD1,Crucial,M550 1TB,325,90.4,1628,https://ssd.userbenchmark.com/SpeedTest/7108/Crucial-CT1024M550SSD1,Crucial M550 1TB,72.99
SSD,RADEON-R7SSD-480G,OCZ,AMD Radeon R7 480GB,326,90.3,707,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-480GB/Rating/3507,OCZ AMD Radeon R7 480GB,85.99
SSD,SHSS37A/960G,HyperX,Savage 960GB,327,90.3,1581,https://ssd.userbenchmark.com/HyperX-Savage-960GB/Rating/3580,HyperX Savage 960GB,48.33
SSD,VTX460-25SAT3-240G,OCZ,Vertex 460 240GB,328,90.3,1730,https://ssd.userbenchmark.com/OCZ-Vertex-460-240GB/Rating/2043,OCZ Vertex 460 240GB,399.95
SSD,HDTS451XZSTA,Toshiba,Q300 Pro 512GB,329,90.3,136,https://ssd.userbenchmark.com/SpeedTest/57809/TOSHIBA-Q300-Pro,Toshiba Q300 Pro 512GB,288.99
SSD,VTX4-25SAT3-512G,OCZ,Vertex 4 512GB,330,90.2,1486,https://ssd.userbenchmark.com/SpeedTest/4340/OCZ-VERTEX4,OCZ Vertex 4 512GB,399.95
SSD,VTR180-25SAT3-240G,OCZ,Vector 180 240GB,331,90.2,1083,https://ssd.userbenchmark.com/OCZ-Vector-180-240GB/Rating/3493,OCZ Vector 180 240GB,84.99
SSD,CT1050MX300SSD4,Crucial,MX300 SATA M.2 1TB,332,90.1,6111,https://ssd.userbenchmark.com/SpeedTest/182535/Crucial-CT1050MX300SSD4,Crucial MX300 SATA M.2 1TB,72.99
SSD,SDSSDXP-240G-G25,SanDisk,Extreme II 240GB,333,90.1,3009,https://ssd.userbenchmark.com/SanDisk-Extreme-II-240GB/Rating/1545,SanDisk Extreme II 240GB,104.99
SSD,MKNSSDRE512GB,Mushkin,Reactor 512GB,334,89.9,923,https://ssd.userbenchmark.com/Mushkin-Reactor-512GB/Rating/3584,Mushkin Reactor 512GB,58.99
SSD,,Samsung,MZFLV256 NVMe PCIe M.2 256GB,335,89.9,3895,https://ssd.userbenchmark.com/SpeedTest/37597/NVMe-SAMSUNG-MZFLV256,Samsung MZFLV256 NVMe PCIe M.2 256GB,22.09
SSD,ZTSSD-A5P-480G-PE,Zotac,Premium Edition 480GB,336,89.7,269,https://ssd.userbenchmark.com/Zotac-Premium-Edition-480GB/Rating/3599,Zotac Premium Edition 480GB,319.99
SSD,,Micron,M600 256GB,337,89.6,1017,https://ssd.userbenchmark.com/SpeedTest/24442/Micron-M600-MTFDDAK256MBF,Micron M600 256GB,72.99
SSD,MZ-7PD128BW,Samsung,840 Pro 128GB,338,89.5,34842,https://ssd.userbenchmark.com/Samsung-840-Pro-128GB/Rating/1890,Samsung 840 Pro 128GB,38.50
SSD,ASP610SS3-1TM-C,Adata,Premier SP610 1TB,339,89.5,156,https://ssd.userbenchmark.com/SpeedTest/19263/ADATA-SP610,Adata Premier SP610 1TB,87.99
SSD,TS256GSSD370S,Transcend,SSD370S 256GB,340,89.4,11742,https://ssd.userbenchmark.com/SpeedTest/26718/TS256GSSD370S,Transcend SSD370S 256GB,59.99
SSD,SSDPEKKF128GX1,Intel,Pro 6000p NVMe PCIe M.2 128GB,341,89.3,73,https://ssd.userbenchmark.com/SpeedTest/275754/INTEL-SSDPEKKF128G7,Intel Pro 6000p NVMe PCIe M.2 128GB,19.99
SSD,SHSS37A/240G,HyperX,Savage 240GB,342,89.3,39518,https://ssd.userbenchmark.com/HyperX-Savage-240GB/Rating/3494,HyperX Savage 240GB,72.99
SSD,VX500-25SAT3-512G,Toshiba,OCZ VX500 512GB,343,89.3,155,https://ssd.userbenchmark.com/SpeedTest/190983/TOSHIBA-VX500,Toshiba OCZ VX500 512GB,126.99
SSD,MKNSSDST960GB,Mushkin,Striker 960GB,344,89.2,32,https://ssd.userbenchmark.com/SpeedTest/25597/MKNSSDST960GB,Mushkin Striker 960GB,72.99
SSD,,PNY,SSD2SC240G5SA754D117-511 240GB,345,89.2,486,https://ssd.userbenchmark.com/SpeedTest/11704/SSD2SC240G5SA754D117-511,PNY SSD2SC240G5SA754D117-511 240GB,28.99
SSD,CT750MX300SSD1,Crucial,MX300 750GB,346,89.1,24471,https://ssd.userbenchmark.com/Crucial-MX300-750GB/Rating/3644,Crucial MX300 750GB,72.99
SSD,VTR150-25SAT3-240G,OCZ,Vector 150 240GB,347,89.0,1607,https://ssd.userbenchmark.com/OCZ-Vector-150-240GB/Rating/1748,OCZ Vector 150 240GB,167.00
SSD,PX-256M6S,Plextor,M6S 256GB,348,88.9,1660,https://ssd.userbenchmark.com/Plextor-M6S-256GB/Rating/3505,Plextor M6S 256GB,31.99
SSD,MZ-MTE250BW,Samsung,840 Evo mSATA 250GB,349,88.9,1431,https://ssd.userbenchmark.com/SpeedTest/5250/Samsung-SSD-840-EVO-250GB-mSATA,Samsung 840 Evo mSATA 250GB,20.99
SSD,MZ-76Q1T0BW,Samsung,860 QVO 1TB,350,88.9,201200,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB,Samsung 860 QVO 1TB,104.99
SSD,MZ-76Q1T0B/AM,Samsung,860 QVO 1TB,350,88.9,201200,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB,Samsung 860 QVO 1TB,104.99
SSD,CSSD-N240GBXTI,Corsair,Neutron XTi 240GB,351,88.8,846,https://ssd.userbenchmark.com/SpeedTest/159221/Corsair-Neutron-XTI-SSD,Corsair Neutron XTi 240GB,64.99
SSD,PX-512M5P,Plextor,M5 Pro 512GB,352,88.6,554,https://ssd.userbenchmark.com/SpeedTest/1262/PLEXTOR-PX-512M5Pro,Plextor M5 Pro 512GB,677.77
SSD,SKC400S37/1T,Kingston,SSDNow KC400 1TB,353,88.6,709,https://ssd.userbenchmark.com/SpeedTest/127752/KINGSTON-SKC400S371T,Kingston SSDNow KC400 1TB,60.50
SSD,RADEON-R7SSD-240G,OCZ,AMD Radeon R7 240GB,354,88.6,2356,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-240GB/Rating/2492,OCZ AMD Radeon R7 240GB,29.70
SSD,TRN150-25SAT3-960G,OCZ,Trion 150 960GB,355,88.5,3375,https://ssd.userbenchmark.com/OCZ-Trion-150-960GB/Rating/3621,OCZ Trion 150 960GB,68.00
SSD,MKNSSDRE1TB,Mushkin,Reactor 1TB,356,88.5,9565,https://ssd.userbenchmark.com/Mushkin-Reactor-1TB/Rating/3583,Mushkin Reactor 1TB,70.99
SSD,GP-GSM2NE8128GNTD,Gigabyte,NVMe PCIe M.2 128GB,357,88.5,1572,https://ssd.userbenchmark.com/SpeedTest/602706/GIGABYTE-GP-GSM2NE8128GNTD,Gigabyte NVMe PCIe M.2 128GB,19.99
SSD,PX-256M5P,Plextor,M5 Pro 256GB,358,88.5,2451,https://ssd.userbenchmark.com/Plextor-M5-Pro-256GB/Rating/1410,Plextor M5 Pro 256GB,20.99
SSD,ASX930SS3-120GM-C,Adata,XPG SX930 120GB,359,88.4,1100,https://ssd.userbenchmark.com/Adata-XPG-SX930-120GB/Rating/3635,Adata XPG SX930 120GB,143.99
SSD,VTX4-25SAT3-128G,OCZ,Vertex 4 128GB,360,88.3,19372,https://ssd.userbenchmark.com/OCZ-Vertex-4-128GB/Rating/1895,OCZ Vertex 4 128GB,399.95
SSD,SB1CSK31MT560-0240,OCZ,Saber 1000 240GB,361,88.1,92,https://ssd.userbenchmark.com/SpeedTest/36693/OCZ-SABER1000,OCZ Saber 1000 240GB,31.23
SSD,CT250MX200SSD3,Crucial,MX200 mSATA 250GB,362,87.9,974,https://ssd.userbenchmark.com/SpeedTest/29438/Crucial--CT250MX200SSD3,Crucial MX200 mSATA 250GB,19.99
SSD,CT512MX100SSD1,Crucial,MX100 512GB,363,87.6,31545,https://ssd.userbenchmark.com/Crucial-MX100-512GB/Rating/3475,Crucial MX100 512GB,45.59
SSD,PI240GS325SSDR,Patriot,Ignite 240GB,364,87.6,2261,https://ssd.userbenchmark.com/Patriot-Ignite-240GB/Rating/3573,Patriot Ignite 240GB,167.00
SSD,SSD7CS2211-240-RB,PNY,CS2211 240GB,365,87.5,1866,https://ssd.userbenchmark.com/PNY-CS2211-240GB/Rating/3629,PNY CS2211 240GB,72.99
SSD,SSD7CS2211-240-PB,PNY,CS2211 240GB,365,87.5,1866,https://ssd.userbenchmark.com/PNY-CS2211-240GB/Rating/3629,PNY CS2211 240GB,55.00
SSD,PX-128M6Pro,Plextor,M6 Pro 128GB,366,87.5,708,https://ssd.userbenchmark.com/SpeedTest/14853/PLEXTOR-PX-128M6Pro,Plextor M6 Pro 128GB,174.44
SSD,CT256M550SSD3,Crucial,M550 mSATA 256GB,367,87.4,658,https://ssd.userbenchmark.com/SpeedTest/8589/Crucial-CT256M550SSD3,Crucial M550 mSATA 256GB,13.59
SSD,VTX460-25SAT3-480G,OCZ,Vertex 460 480GB,368,87.4,390,https://ssd.userbenchmark.com/SpeedTest/11920/OCZ-VERTEX460,OCZ Vertex 460 480GB,399.95
SSD,CT512M550SSD3,Crucial,M550 mSATA 512GB,369,87.3,441,https://ssd.userbenchmark.com/SpeedTest/8510/Crucial-CT512M550SSD3,Crucial M550 mSATA 512GB,21.00
SSD,SSDSC2BB800G4,Intel,S3500 Series 800GB,370,87.2,340,https://ssd.userbenchmark.com/SpeedTest/30895/INTEL-SSDSC2BB800G4,Intel S3500 Series 800GB,192.00
SSD,PX-256M6V,Plextor,M6V 256GB,371,87.2,435,https://ssd.userbenchmark.com/Plextor-M6V-256GB/Rating/3499,Plextor M6V 256GB,25.99
SSD,ARC100-25SAT3-240G,OCZ,ARC 100 240GB,372,87.0,11799,https://ssd.userbenchmark.com/OCZ-ARC-100-240GB/Rating/2603,OCZ ARC 100 240GB,24.99
SSD,ASP610SS3-512GM-C,Adata,Premier SP610 512GB,373,86.9,255,https://ssd.userbenchmark.com/SpeedTest/15096/ADATA-SP610,Adata Premier SP610 512GB,143.99
SSD,PX-512M6S,Plextor,M6S 512GB,374,86.9,93,https://ssd.userbenchmark.com/Plextor-M6S-512GB/Rating/3506,Plextor M6S 512GB,677.77
SSD,WDS100T1B0A,WD,Blue 1TB,375,86.9,6748,https://ssd.userbenchmark.com/SpeedTest/186717/WDC-WDS100T1B0A-00H9H0,WD Blue 1TB,84.99
SSD,,OCZ,AGILITY3 256GB,376,86.8,5,https://ssd.userbenchmark.com/SpeedTest/9551/OCZ-AGILITY3,OCZ AGILITY3 256GB,399.95
SSD,CT500MX200SSD3,Crucial,MX200 mSATA 500GB,377,86.7,522,https://ssd.userbenchmark.com/SpeedTest/24060/Crucial-CT500MX200SSD3,Crucial MX200 mSATA 500GB,20.99
SSD,CT250BX100SSD1,Crucial,BX100 250GB,378,86.6,42930,https://ssd.userbenchmark.com/Crucial-BX100-250GB/Rating/3145,Crucial BX100 250GB,72.99
SSD,TS1TSSD370,Transcend,SSD370 1TB,379,86.6,250,https://ssd.userbenchmark.com/Transcend-SSD370-1TB/Rating/3579,Transcend SSD370 1TB,72.99
SSD,ASX930SS3-240GM-C,Adata,XPG SX930 240GB,380,86.5,1536,https://ssd.userbenchmark.com/Adata-XPG-SX930-240GB/Rating/3636,Adata XPG SX930 240GB,143.99
SSD,RADEON-R7SSD-120G,OCZ,AMD Radeon R7 120GB,381,86.5,1123,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-120GB/Rating/3492,OCZ AMD Radeon R7 120GB,29.70
SSD,CT120BX300SSD1,Crucial,BX300 120GB,382,86.5,7190,https://ssd.userbenchmark.com/Crucial-BX300-120GB/Rating/3945,Crucial BX300 120GB,100.00
SSD,VTX450-25SAT3-256G,OCZ,Vertex 450 256GB,383,86.4,409,https://ssd.userbenchmark.com/OCZ-Vertex-450-256GB/Rating/1605,OCZ Vertex 450 256GB,399.95
SSD,2AP97AA#ABL,HP,S700 Pro 128GB,384,86.4,642,https://ssd.userbenchmark.com/SpeedTest/300937/HP-SSD-S700-Pro,HP S700 Pro 128GB,78.99
SSD,THNSNJ256GCSU,Toshiba,HG6 256GB,385,86.4,4588,https://ssd.userbenchmark.com/SpeedTest/11911/TOSHIBA-THNSNJ256GCSU,Toshiba HG6 256GB,72.99
SSD,WDS500G1B0A,WD,Blue 500GB,386,86.4,19345,https://ssd.userbenchmark.com/SpeedTest/192687/WDC-WDS500G1B0A-00H9H0,WD Blue 500GB,72.99
SSD,PI960GS25SSDR,Patriot,Ignite 960GB,387,86.4,185,https://ssd.userbenchmark.com/Patriot-Ignite-960GB/Rating/3575,Patriot Ignite 960GB,167.00
SSD,SSD7CS1311-480-RB,PNY,CS1311 480GB,388,86.3,13149,https://ssd.userbenchmark.com/PNY-CS1311-480GB/Rating/3616,PNY CS1311 480GB,72.99
SSD,SDSSDHII-480G-G25,SanDisk,Ultra II 480GB,389,86.2,62883,https://ssd.userbenchmark.com/SanDisk-Ultra-II-480GB/Rating/3473,SanDisk Ultra II 480GB,45.77
SSD,VTX460A-25SAT3-120G,OCZ,Vertex 460A 120GB,390,86.1,763,https://ssd.userbenchmark.com/OCZ-Vertex-460A-120GB/Rating/3490,OCZ Vertex 460A 120GB,399.95
SSD,ARC100-25SAT3-480G,OCZ,ARC 100 480GB,391,86.1,1835,https://ssd.userbenchmark.com/OCZ-ARC-100-480GB/Rating/3471,OCZ ARC 100 480GB,345.00
SSD,WDS250G2B0A,WD,Blue 3D 250GB,392,86.0,23658,https://ssd.userbenchmark.com/WD-Blue-3D-250GB/Rating/3948,WD Blue 3D 250GB,56.13
SSD,VTR180-25SAT3-120G,Toshiba,OCZ VT180 120GB,393,85.8,38,https://ssd.userbenchmark.com/SpeedTest/172941/TOSHIBA-VT180,Toshiba OCZ VT180 120GB,345.00
SSD,SKC400S37/512G,Kingston,SSDNow KC400 512GB,394,85.8,2804,https://ssd.userbenchmark.com/SpeedTest/72936/KINGSTON-SKC400S37512G,Kingston SSDNow KC400 512GB,53.99
SSD,CT525MX300SSD1,Crucial,MX300 525GB,395,85.8,105037,https://ssd.userbenchmark.com/Crucial-MX300-525GB/Rating/3643,Crucial MX300 525GB,179.99
SSD,SHSS37A/120G,HyperX,Savage 120GB,396,85.6,7194,https://ssd.userbenchmark.com/HyperX-Savage-120GB/Rating/3496,HyperX Savage 120GB,89.99
SSD,VTR180-25SAT3-120G,OCZ,Vector 180 120GB,397,85.6,358,https://ssd.userbenchmark.com/OCZ-Vector-180-120GB/Rating/3495,OCZ Vector 180 120GB,84.99
SSD,CT128M550SSD1,Crucial,M550 128GB,398,85.6,2673,https://ssd.userbenchmark.com/Crucial-M550-128GB/Rating/3485,Crucial M550 128GB,169.99
SSD,PX-128M6S,Plextor,M6S 128GB,399,85.5,3356,https://ssd.userbenchmark.com/Plextor-M6S-128GB/Rating/2225,Plextor M6S 128GB,27.99
SSD,SDSSDH3-250G-G25,SanDisk,Ultra 3D 250GB,400,85.4,5775,https://ssd.userbenchmark.com/SanDisk-Ultra-3D-250GB/Rating/3952,SanDisk Ultra 3D 250GB,72.99
SSD,HDTS325XZSTA,Toshiba,Q Series Pro 256GB,401,85.3,1725,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25,Toshiba Q Series Pro 256GB,219.00
SSD,HDTS325EZSTA,Toshiba,Q Series Pro 256GB,401,85.3,1725,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25,Toshiba Q Series Pro 256GB,219.00
SSD,THNSNJ256GCST,Toshiba,Q Series Pro 256GB,401,85.3,1725,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25,Toshiba Q Series Pro 256GB,219.00
SSD,VTR1-25SAT3-128G,OCZ,Vector 128GB,402,85.3,1277,https://ssd.userbenchmark.com/SpeedTest/4023/OCZ-VECTOR,OCZ Vector 128GB,13.99
SSD,CT128M550SSD4,Crucial,M550 SATA M.2 128GB,403,85.3,155,https://ssd.userbenchmark.com/SpeedTest/15846/Crucial-CT128M550SSD4,Crucial M550 SATA M.2 128GB,99.99
SSD,SD8SB8U-1T00-1122,SanDisk,X400 1TB,404,85.2,2086,https://ssd.userbenchmark.com/SpeedTest/66487/SanDisk-SD8SB8U1T001122,SanDisk X400 1TB,104.99
SSD,TRN150-25SAT3-480G,OCZ,Trion 150 480GB,405,85.1,13412,https://ssd.userbenchmark.com/OCZ-Trion-150-480GB/Rating/3620,OCZ Trion 150 480GB,175.00
SSD,TS512GMTS800,Transcend,MTS800 M.2 512GB,406,84.9,596,https://ssd.userbenchmark.com/SpeedTest/22251/TS512GMTS800,Transcend MTS800 M.2 512GB,46.99
SSD,SSDSC2BB480G4,Intel,S3500 Series 480GB,407,84.8,1069,https://ssd.userbenchmark.com/SpeedTest/16864/INTEL-SSDSC2BB480G4,Intel S3500 Series 480GB,192.00
SSD,WDS100T1B0B,WD,Blue SATA M.2 1TB,408,84.8,2710,https://ssd.userbenchmark.com/SpeedTest/199326/WDC-WDS100T1B0B-00AS40,WD Blue SATA M.2 1TB,117.70
SSD,SDSSDXP-120G-G25,SanDisk,Extreme II 120GB,409,84.8,2462,https://ssd.userbenchmark.com/SanDisk-Extreme-II-120GB/Rating/1889,SanDisk Extreme II 120GB,119.99
SSD,,Samsung,MZ7PD256HAFV-000H7 256GB,410,84.8,3736,https://ssd.userbenchmark.com/SpeedTest/4570/SAMSUNG-MZ7PD256HAFV-000H7,Samsung MZ7PD256HAFV-000H7 256GB,255.00
SSD,ZTSSD-A5P-240G-PE,Zotac,Premium Edition 240GB,411,84.8,1185,https://ssd.userbenchmark.com/Zotac-Premium-Edition-240GB/Rating/3598,Zotac Premium Edition 240GB,319.99
SSD,WDS250G2B0B,WD,Blue 3D SATA M.2 250GB,412,84.7,9409,https://ssd.userbenchmark.com/SpeedTest/341807/WDC-WDS250G2B0B-00YS70,WD Blue 3D SATA M.2 250GB,56.13
SSD,CT525MX300SSD4,Crucial,MX300 SATA M.2 525GB,413,84.6,20154,https://ssd.userbenchmark.com/SpeedTest/174014/Crucial-CT525MX300SSD4,Crucial MX300 SATA M.2 525GB,179.99
SSD,SDSSDHII-960G-G25,SanDisk,Ultra II 960GB,414,84.5,35454,https://ssd.userbenchmark.com/SanDisk-Ultra-II-960GB/Rating/3582,SanDisk Ultra II 960GB,39.89
SSD,SKC400S37/256G,Kingston,SSDNow KC400 256GB,415,84.5,2939,https://ssd.userbenchmark.com/SpeedTest/79042/KINGSTON-SKC400S37256G,Kingston SSDNow KC400 256GB,36.01
SSD,,Micron,M600 SATA M.2 256GB,416,84.5,2750,https://ssd.userbenchmark.com/SpeedTest/22043/Micron-M600-MTFDDAV256MBF,Micron M600 SATA M.2 256GB,297.77
SSD,TS512GSSD370,Transcend,SSD370 512GB,417,84.5,1585,https://ssd.userbenchmark.com/Transcend-SSD370-512GB/Rating/3472,Transcend SSD370 512GB,36.99
SSD,ST480HM000,Seagate,600 480GB,418,84.5,1254,https://ssd.userbenchmark.com/SpeedTest/2966/ST480HM000-1G5162,Seagate 600 480GB,12.19
SSD,MZ-MTE120BW,Samsung,840 Evo mSATA 120GB,419,84.5,661,https://ssd.userbenchmark.com/SpeedTest/5728/Samsung-SSD-840-EVO-120GB-mSATA,Samsung 840 Evo mSATA 120GB,109.99
SSD,CSSD-N480GBGTXB-BK,Corsair,Neutron GTX 480GB,420,84.4,512,https://ssd.userbenchmark.com/SpeedTest/9137/Corsair-Neutron-GTX-SSD,Corsair Neutron GTX 480GB,77.99
SSD,VX500-25SAT3-256G,Toshiba,OCZ VX500 256GB,421,84.3,190,https://ssd.userbenchmark.com/SpeedTest/193061/TOSHIBA-VX500,Toshiba OCZ VX500 256GB,126.99
SSD,,Samsung,"SM841 2.5"" 7mm 512GB",422,84.2,576,https://ssd.userbenchmark.com/SpeedTest/6119/SAMSUNG-SSD-SM841-25--7mm-512GB,"Samsung SM841 2.5"" 7mm 512GB",284.99
SSD,TS512GMTS600,Transcend,MTS600 M.2 512GB,423,84.0,134,https://ssd.userbenchmark.com/SpeedTest/13460/TS512GMTS600,Transcend MTS600 M.2 512GB,46.99
SSD,SSDSC2BP240G410,Intel,730 Series 240GB,424,83.9,8417,https://ssd.userbenchmark.com/Intel-730-Series-240GB/Rating/2031,Intel 730 Series 240GB,57.83
SSD,,Apple,SM0256F 251GB,425,83.8,272,https://ssd.userbenchmark.com/SpeedTest/3466/APPLE-SSD-SM0256F,Apple SM0256F 251GB,19.99
SSD,MKNSSDE3480GB,Mushkin,ECO3 480GB,426,83.8,2300,https://ssd.userbenchmark.com/SpeedTest/82715/MKNSSDE3480GB,Mushkin ECO3 480GB,58.99
SSD,SD8SB8U-512G-1122,SanDisk,X400 512GB,427,83.8,7913,https://ssd.userbenchmark.com/SpeedTest/74118/SanDisk-SD8SB8U512G1122,SanDisk X400 512GB,54.56
SSD,CT960M500SSD1,Crucial,M500 960GB,428,83.8,4389,https://ssd.userbenchmark.com/SpeedTest/2379/Crucial-CT960M500SSD1,Crucial M500 960GB,72.99
SSD,ARC100-25SAT3-120G,OCZ,ARC 100 120GB,429,83.8,4735,https://ssd.userbenchmark.com/OCZ-ARC-100-120GB/Rating/3487,OCZ ARC 100 120GB,100.00
SSD,PX-128M5P,Plextor,M5 Pro 128GB,430,83.8,4476,https://ssd.userbenchmark.com/Plextor-M5-Pro-128GB/Rating/1893,Plextor M5 Pro 128GB,25.49
SSD,GP-GSTFS30512GTTD,Gigabyte,UD PRO 512GB,431,83.7,3305,https://ssd.userbenchmark.com/SpeedTest/522549/GIGABYTE-GP-GSTFS30512GTTD,Gigabyte UD PRO 512GB,54.99
SSD,CT1000MX200SSD1,Crucial,MX200 1TB,432,83.7,3707,https://ssd.userbenchmark.com/Crucial-MX200-1TB/Rating/3578,Crucial MX200 1TB,53.99
SSD,GP-GSTFS30256GTTD,Gigabyte,UD PRO 256GB,433,83.6,2163,https://ssd.userbenchmark.com/SpeedTest/514244/GIGABYTE-GP-GSTFS30256GTTD,Gigabyte UD PRO 256GB,188.57
SSD,SSD7CS900-960-RB,PNY,CS900 960GB,434,83.6,5902,https://ssd.userbenchmark.com/SpeedTest/443150/PNY-CS900-960GB-SSD,PNY CS900 960GB,36.99
SSD,MKNSSDST480GB,Mushkin,Striker 480GB,435,83.5,239,https://ssd.userbenchmark.com/SpeedTest/24686/MKNSSDST480GB,Mushkin Striker 480GB,72.99
SSD,SD6SB2M-512G-1022I,SanDisk,X210 512GB,436,83.5,1667,https://ssd.userbenchmark.com/SpeedTest/16627/SanDisk-SD6SB2M512G1022I,SanDisk X210 512GB,69.99
SSD,HDTS251EZSTA,Toshiba,HG5d Q Series 512GB,437,83.3,514,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST,Toshiba HG5d Q Series 512GB,219.00
SSD,HDTS251XZSTA,Toshiba,HG5d Q Series 512GB,437,83.3,514,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST,Toshiba HG5d Q Series 512GB,219.00
SSD,THNSNH512GBST,Toshiba,HG5d Q Series 512GB,437,83.3,514,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST,Toshiba HG5d Q Series 512GB,219.00
SSD,,Liteonit,LCS-256L9S-11 2.5 7mm 256GB,438,83.3,4915,https://ssd.userbenchmark.com/SpeedTest/11259/LITEONIT-LCS-256L9S-11-25-7mm-256GB,Liteonit LCS-256L9S-11 2.5 7mm 256GB,5.98
SSD,,Samsung,SM841N 2.5 7mm 256GB,439,83.2,2088,https://ssd.userbenchmark.com/SpeedTest/12586/SAMSUNG-SSD-SM841N-25-7mm-256GB,Samsung SM841N 2.5 7mm 256GB,130.00
SSD,CT500MX200SSD1,Crucial,MX200 500GB,440,83.1,17487,https://ssd.userbenchmark.com/Crucial-MX200-500GB/Rating/3504,Crucial MX200 500GB,72.99
SSD,CT480M500SSD1,Crucial,M500 480GB,441,83.0,9168,https://ssd.userbenchmark.com/SpeedTest/2643/Crucial-CT480M500SSD1,Crucial M500 480GB,72.99
SSD,,Liteonit,LCS-256M6S 2.5 7mm 256GB,442,83.0,11477,https://ssd.userbenchmark.com/SpeedTest/2535/LITEONIT-LCS-256M6S-25-7mm-256GB,Liteonit LCS-256M6S 2.5 7mm 256GB,20.99
SSD,VTX460-25SAT3-120G,OCZ,Vertex 460 120GB,443,83.0,1011,https://ssd.userbenchmark.com/OCZ-Vertex-460-120GB/Rating/3488,OCZ Vertex 460 120GB,399.95
SSD,,Apple,SM0512F 500GB,444,82.8,287,https://ssd.userbenchmark.com/SpeedTest/9630/APPLE-SSD-SM0512F,Apple SM0512F 500GB,18.99
SSD,CT256MX100SSD1,Crucial,MX100 256GB,445,82.8,55768,https://ssd.userbenchmark.com/Crucial-MX100-256GB/Rating/2317,Crucial MX100 256GB,72.99
SSD,CT960BX200SSD1,Crucial,BX200 960GB,446,82.7,1195,https://ssd.userbenchmark.com/Crucial-BX200-960GB/Rating/3628,Crucial BX200 960GB,72.99
SSD,,Liteonit,LCS-512M6S 2.5 7mm 512GB,447,82.6,1038,https://ssd.userbenchmark.com/SpeedTest/4103/LITEONIT-LCS-512M6S-25-7mm-512GB,Liteonit LCS-512M6S 2.5 7mm 512GB,5.98
SSD,ST240HM000,Seagate,600 240GB,448,82.5,3595,https://ssd.userbenchmark.com/Seagate-600-240GB/Rating/1601,Seagate 600 240GB,199.00
SSD,,Plextor,PX-256M5S 256GB,449,82.4,2817,https://ssd.userbenchmark.com/SpeedTest/1304/PLEXTOR-PX-256M5S,Plextor PX-256M5S 256GB,27.99
SSD,MKNSSDTR480GB,Mushkin,Triactor 480GB,450,82.4,1840,https://ssd.userbenchmark.com/SpeedTest/80762/MKNSSDTR480GB,Mushkin Triactor 480GB,36.99
